comment_text,is_toxic
ah thats why your here,0
cause its not a train anymore,0
dauny,1
mini map !!!!!,0
char ??,0
and battles maus from front,0
o my bad,0
kid =),1
well both our scouts died on the most camping map so theres our game,1
player,0
имбицыл твоя мамаша что такого еблана родила который на лт играть не умеет,1
4 minutes = win,0
cw?,0
Report Jackson.... AFK,0
dnfyreq,0
жиза,1
i spotw#,0
ignore those noobs,1
"grrr,, screen froze",0
KINDER IDIOTI,1
OPMFG U DO NOTHING???????,1
snap the cobra !,0
u2u2,0
doesnt make sence,0
I think they in their basse,0
pull back then fool,1
im down,0
tier 5 is very heavy. almost like tier 10,0
report centurion,0
oy vey,0
тебя ищут,0
i cant,0
lorr go cap pls,0
JAWHOL HER KOMMANDANT,0
bemegyek k??z??pre,0
ВОУ,0
go closer autoloading gays meds,1
конченые уебки,1
5k dmg t49?,0
wp guys,0
cap asap,0
let prrog kill,0
I'll take the other side,0
we should do something,0
自走砲っている必要ある?,0
all are 1 shots,0
he's around the city,0
futur 4 bot player,1
push upper side,0
try next time,0
strategy,0
AMX 40 vs BT-7 ! :-) super WoT !,0
manticore there,0
досить сваритися,0
tiger 131 wtf,1
"i have it, until last step...but makes not really a differez",0
me 57,0
pussy cat,1
ma dio cristoooo,0
go fuckin nubs!,1
my fking god,1
mother fucker lowe,1
ебать ты уебан а ты на центр хотел ехать еблан,1
boring ass,1
hope you fag in burrasuck get ban,1
"tier 5s, lunch break",0
and its stock,0
no time to cap need to kill,0
and cuntpanze,0
he has me pinned,0
let him get 9 killl,0
t832 black lıst ok,1
Фаза целенькая весь бой прокрысила,0
sorry my net is very very very bad,0
I am spotted at G6!,0
why can t help me,0
277 gj,0
"ты выблядь первый начал говорить как нам играть , а теперь стрелку перевел, ска уебанина ты 0",1
theres your help,0
ihr arschgefickten dummen schei?? bots,1
cant hit him there,0
я блядь не светилка,1
AMX30B MOVE!!!,0
"please try to calm down, kid",0
hope u die,1
strvk f your mother,1
Im receiving shoots and I dont know from where,0
any info on ikv pls???,0
ok :D,0
"ckoSre_22 (P.44 Pantera), you‘re Blocking my Shot, &gt;=O!!!!",0
idiot camper,1
yuo idiot,1
and then afk,0
of fucking course,1
where is the cen,0
"sorry, but their lights are way better - its a loss",0
stop it,0
last for me pls,0
amx 1305 good spot,0
о руцки ипалом крякает,1
nice marks on gun T95,0
bz moron,1
пон,0
how he came,0
no problem go,0
bunce lol,0
have 5 aces so far,0
not far,0
VZ GO,0
majac takich graczy jak ty to i ma sie takie zjebane bitwy ze stoisz i chuja obisz ciapata kurwo z pod napleta putina,1
помогите горку,0
Feel that arty speed M12,0
be carefull guys,0
oleeeeeeeeeeeee,0
their elc is a very good player,0
sure but im to slow,0
support amx,0
базе хана,0
why you even play the gaem you dumb *****,1
spot moove,0
leo botr,1
Trees went down,0
relax,0
gj 279-keep hiding,0
gg vz,0
and My T55A is better as reward,0
Im gonna do nothing,0
new shit,1
whats is this a map?,0
a ty to pakuj do ust,0
lol kid,0
get the arty!,0
cmon maus you doo this,0
FV Help my,0
Чудо))),0
standard there aswell,0
no pen,0
STA delete game,1
nobody have map??,0
dont go at him,0
YOU SAVE THE GAME.,0
Blöde saU REPROT,1
next comediant :Dd,0
su130 braindead,1
someone get on their cap?,0
yallah,0
click and 4 move,0
su price 30 euros,0
fuckin udes,1
wo er kann duch das hoaus shciesen,0
report that useless idiot,1
just drive away if spot please,0
i‘m already dead,0
тнх ти ебобо?,0
what next?,0
стоял смотрел пока яга тебя затопит?,0
MEDS youre our EYES,0
holy sheet,1
5 there,0
WTF R U SHOOTING,1
"bakuczdavid2017 (T-28), you are blocking my target!",0
noob on hill,1
wojtek ssie chuja,1
Hid and did nothing the whole game...,1
go up and kill that cunt,1
and Move,0
need eye,0
no wonder the rest of you have under a 48% ratio...,1
60 tp uninstal f game,1
too slow for this one for me,0
I am impresed too xD,0
E24,0
wp arty,0
i think so,0
победа наша,0
иди проспись ст лол конченый,0
Dont now,0
better win the west side quick we dont have the east side covered,0
жи ви,0
XVM knows best in most matches,0
reprot chito,0
how far can u spot stvz?,0
In order to lose games like this you must want to lose,0
get bavk vk,0
upps,0
vvait,0
amazing spot,0
рушка гпндон,1
cover me someone,0
it's not possible to play in this way,0
?????????????????????,0
spot on the field monkey,1
defend it like cmon,0
report our bz 176 pls,0
pedoras,0
is7 u bot,1
oopos,0
hijosd deputas perras stupiuds,1
someguys boost me ?,0
why you battla maus from front?,0
TDs ???,0
sorry grille,0
i will go fir the first seconds rigth side to the hill,0
yaaaaaaah,0
DA NU NA XUY,0
NICE JOKE,0
NICE HELP T57,0
draw is same as loss,0
im very slow,0
me cago en dios,1
vz 44 1 is shit,1
which clan dude are u ?,0
idiot ptogetto,1
Where is help now??? FU all team!!!,1
we have to push,0
how do yall have tier x i dont get it,0
gg Maus wp,0
don push me f kunze,1
people like mne,0
carro go,0
useles light,1
ті дау н с ука,0
why would youy idiot go there way,1
fucking amazing work,1
"No, you all just Sucked Ass is all...",1
iam stock,0
ia int moving no moe,0
And we have 2 afk,0
t43,0
fiutyyy,0
USELESS IDIOR COBRA,1
how should we help you arty,0
0 hp OMG,0
google seppuku,0
me tooo,0
gg t9,0
I LOVE THIS TANK,0
суперперш забери его,0
the tds at j9 ....you may as well move you aint killing shyt from there anyways,0
справедливо,0
easy now its always like this :),0
ban for what man???,0
why is rlly high ping ?,0
gj bourrasque,0
M6 ???,0
lies,0
play the gane,0
Luchs,0
hey 92. dont die,0
either cap or decap,0
why is everyone still at base when is been 4 mins,0
2 sniper heavy ?,0
the FV camp the whole round just because he wants to shoot rotten lights,0
i mdead,0
watch ur languaagew,0
hey come here guys,0
13 90 105 ure piece of shit,1
OK GAME,0
2 tanks drown,0
do píče,1
Bro,0
<font color='#fe7903'>Monk_Bonk (Luchs),0
dont die like fucktards,1
все уже поняли что ты даун,1
russians?,0
useless dickhead,1
said the arty,0
ey guys wtf,0
nicely done,0
we went here,0
S Conq u r a piece of shit,1
again this motherfuvker,1
they gotta have there light tank in the spa,0
spg first,0
FUCKING AFK,1
Idiots in middle,1
for me :),0
again same fck map,1
;D,0
why did you let the cs to stay on the hill,0
sleep? ZzZzZzZ,0
kysd,0
fuckin 3 arty..,1
t11e4 GO h1,0
fkn losers,1
PLATOON,0
I go cap,0
quickly,0
FV GET ON CAP,0
shark attack,0
gg ...,0
жалобу киньте на дебила на шптрк,1
tiger in forest?,0
jj t25 too,0
Меня засветили в H9!,0
НЕ ПОКУПАЙ E 75 TS !!!,0
all mediums and lt go mid,0
well done e3,0
"ok, interesting",0
T-22,0
ис держись,0
fuck this team,1
НЕ ЗАБИВАЙ ОДЙЕЖАТЬ ОТ КУСТОВ НА 2 МЕТРА,0
THEY ARE SCRUBS,1
you guys better look at the map,0
damn dictating linear scripted absolute garbage map,1
gotta spell out the game for u,0
nooooooooooo,0
b,0
he dont know about it,0
у меня фризит жестко,0
udes spot?,0
They have 4 tanks FFS,1
высер ты ебучий ! скок средуха на аак *?)ъ,1
2 hits and dead,0
i got an idea,0
yf rfhne gjcvjnhb,1
i will focus him,0
и 1228 настрела,0
NO ARTY?,0
joke jgpz 100....,1
useless Mant,1
wtf idiots ??,1
remember when you gave up at start t25 at,1
yeah only because of missions...,0
wait them,0
JAHJAJAHJAHAHAHAHAHA,0
focus me,0
ЕБАТЬ ТВОЙ РОТ\,1
kkiiiiilllllllllll,0
he could just be a bad player who dosent know what hes doing dont report him,1
3k already with ramming xdd,0
Я обнаружен в A3!,0
"Opalko (AMX 13 FL 11), you are blocking my target!",0
su can you fucking stop,1
t67 here,0
cannot reload,0
ja wawa,0
bot gameplay,1
mort aux les capitalistes,0
7 ap left,0
why they giv presents if fuk us in batlle,1
spot löwe,0
시작하자마자 헤비 **가 기어올라가더니,1
I like it,0
уебем,0
typical hindrance,0
"t20 stop playing this game, you dumbfuck",0
sry stand,0
not go all,0
i thought he fired,0
jebat FV!!!!!!!!!!!!!!!!!!!!!!!,0
Меня засветили в C1!,0
caution guys,0
skoroin,0
naah,0
Thats why u assholes wil lose,1
ис4 будешь сбивать захват,0
report bot T54E1,1
ARNIE..thx for help you DONKEY,1
nt to kill our progg,0
okkk bro,0
at least im doing damge,0
e1 got stock gun,0
su100m1,0
f any cheaters!!!,1
Leo push,0
what r u doing bro,0
and i know u was dwad there,1
heavys wtf?,0
i bouced the tvp,0
nice dmg,0
THESY SHOOT SO MUSH BETTER THEN U,1
i feel pressure :D,0
уебки,1
go cry home t55a,1
fkin useless,1
all report tiger,0
just cap on will come,0
i dont have repair,0
and fucking naaabs,0
what is this game,0
block me shot more,0
our meds are uslewss bots,1
report t32 bot,1
athoer side T28,0
fucking useless TWATS,1
раша пидораша,0
whoa! i saw that but didnt realize it was blind lmao,0
stb1,0
if yu die we lose :),0
whos fv4005 is better?,0
fing cunts,1
fucking tier 6,1
just to have these people,0
clear town,0
ap,0
nice teammates,0
result - camping thy,0
tempo 1 afk,1
ааа рятуйте,0
behind u tiger,0
farm simulator,0
pretty even hang tough,0
sitting in the middle for no reason.,0
i hate this shit MM,1
сосите педики,1
bourr is an awesome tank when used right,0
odpoczniesz sobie na tydzien,0
hello killsteal and fokker,0
I HATE RUSIA,1
back base,0
penned everyshot on me,0
elc is in the mid spotting passive too,0
watch them coming down the hill,0
WZ - hide me!,0
wtf bct,0
take your time its not a race !! LMAO :),0
cap city is lost,0
stop snipinggg,1
HOW,0
ur insane,0
"ти вопше їбло завали, йобаний",1
pincer?,0
Stalowy has just woken up!,0
usless donkeys campers idiots,1
LOSEEEERRRR TAKE THIS .I.,1
you are full ffs,1
ej csajok,0
does the train come from this side?,0
"dude, stfu and go to hangar",1
wait for ban gona send ticket right now,1
turbo fks your shot,1
just avoid him,0
*** campers,1
ᄌ격 미듐 ᄀ같년들...몸 약한 나도 왔는데 t^t,1
"yup, not enough coffee to deal with bs",0
push hill yeah when there all here,0
cummed rn,1
tyty,0
kill or cap base,0
fuck it cap,1
"arta bot, incretible",1
aside from amsking my presence...,0
fucking hell. Why am I lagging so bad.,1
one of you go to bushes to create crossfire,0
ltwt go north,0
not bad,0
report E100 for rigging,0
i need spotting and arty kill,0
pls reported all panther m10 afk bot,0
GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGG,0
sry 152,0
stb bot??,1
50 TP CAP,0
can i get the damage?,0
i fliped,0
wp tvp,0
move?,0
"Daniil_1 (Skorpion G), не мешай стрелять! Уйди с линии огня по противнику!",0
HT = CERNTREW NOT usless north,0
going to spot againdw,0
Me?,0
tupid idiot in is 3,1
windmill is needed,0
My Man!,0
вперед,0
first round he spotted me but didnt go furthere forward lol,0
kek bots,1
3k from me,0
mongol scorpion,1
420 on me,0
sos,0
POOOOUHHHHHHHHHHHHHHAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,0
GOLD,0
stay behind a tank...,0
they do huddle well,0
better not :),0
please givr me 2,0
wy kurwy jebane,1
t71 wtf,1
sdont die kpz,1
pls shoot this,0
xDDD,0
KARI KILU,0
gogogo arty,0
2.5,0
CURACI,0
ru in the middle bushes,0
spoter ***,1
měl jsi jet vypnout artynu,0
vk spot,0
Арта (Bishop) отстрелялась! По мне :(,0
if i go,0
something nice,0
why do we have like 7 tds,0
arty come on,0
"udes, you certainly didnt help by just throwing away your tank entirely when you had support right behind you",1
gl hf ;),0
oh we lose couldnt you tell right from the start?&gt;,1
:o,0
blind hit there,0
by driving,0
and you auto aim ?,0
its all good guys,0
hes ez clap M10,0
thanks for being selfish,1
dont stant behind me idiot,1
that's my job,0
im guessing he didnt leave area behind base,0
sleeping team,1
Ups! Im Spotted at C3!,0
sit tight and make them come to you,0
they can spot as the enemy comes over at us,0
pfffff,1
HAPPY BIRTHDAY,0
ebal etot tank,0
UWU clan xD,0
many,0
incloud me?,0
facking *** artys,1
no super,0
i cant pen AT 2,0
moooove idiot,1
why you keep peaking?,0
121 ти еблан блять,1
go back to tier 1,0
131,0
immense knowledger you have there sir.,1
kokot odtane kokotom,1
дибилы,0
I am spotted at E5!,0
dont worry about the e4,0
the hill is full of people,0
prezes,0
why not spot spotter?,0
older,0
"CS, DECAP BOT",1
great thinking,0
a9 b0,0
o fuck,1
GG IDIOTS TEAM,1
K91 .... please move and spot,0
its your big moment strv,0
岛上 亮我了 玩锤子,1
that does not look good,0
1 idiot,1
setter you gott go up...,0
help td,0
"he will pump, you, up",0
gg VZ,0
а город нет,0
блять,1
lol fu,1
"94,99 % gm this fuck me so hard :/",1
8 of 15,0
im sorry bro,0
salaklar arkanızda ben varım amk malları biraz düzgün oynasaydınız adamların anasını sikerdim 2700 hasarım var botlar,0
dpdjl ghbyzk,0
Арта G.W. E 100 отстрелялась по мне нанесла 387 урона! Перезаряжается 35.02сек.,0
да ты боец!,0
stfz mauschen,1
"smart t 34-85, those ******* are all in ambush...wait ig one by one",1
bc there also,0
читать нахуй научись додик,1
Did you just trashtalk me,1
a right,0
small dick problem,1
LOOOOL,0
он сосет,1
iot is hidding,0
i got up K1!,0
time over 3,0
yes is3 blind,1
бля не лезьте пока,1
т 54 криса,0
sry maus,0
lights spot,0
261 shot ap,0
over 10 k combined,0
all ready?,0
just camp,1
push hellcat,0
stop dying,0
outspot him,0
I can not fight 6 tanks,0
WAIT,0
BOT.,1
lets go for K0 Ladies and Gents!,0
nvm BZ is going to fuck them,0
so great,0
flank and dont go face to face that one,0
i try#,0
look at the map,0
Capture base boys,0
we lost the flank,0
give us more then u ill get ban for more days,1
wowow p46 wtf,1
FUCKING BS RNG EVERY TIME YOU AIM AT AT RUSSIAN TANK,1
há mennyi megmondó ember van itt is hihetetlen,0
mordo,0
I do not like grinding. :(,1
me and 1ht,0
psuh,0
i missed 3 easy shots,0
god damn kv2,1
idiot light report,1
eheheh,0
REPORT RHM,0
gg idiot amx,1
retard lorrain,1
ebr e2,0
now i only need 50 secs stun,0
I don't have VR to scout,0
go k line,0
Team?,0
nie :),0
pls spot the skorpion,0
sry no range there,0
camp more losers!,1
0 spot dmg ar u autist?? total imbecil TD,1
moron i debil jebem ti seme,1
kill the cs,0
"WOW, great teamplay",0
"dont kill tgme,",0
where is south?,0
2.7k damage - I'm OK with that ;-),0
wasit skoda,0
move tvp,0
gj so far,0
я ебал ваш рот пидоры,1
omg go spot,0
syka hahli ebanie,1
watch out for traps bi,0
2 shot from WT,0
most are 1 or 2 shot,0
ok xdddddd,0
u re doing NOTHIG NOW,1
Retarded fuck,1
found them,0
lion reloading,0
dont moove,0
replay go to support,0
не расказывай свои способности,0
"idiot yamato, thx for bloking me",1
не просріть =(,0
i hit leo,0
"tarin29 (KV-1SA), не мешай стрелять! Уйди с линии огня по противнику!",0
enemy has 2500hp,0
"majopc (Conway), не мешай стрелять!",0
lmao bot,1
yep all go field area?,0
foch report,0
yoo thats dope,0
их двое там,0
Because that is where they wanted to go,0
помоги,0
what does anormal mean ?,0
idio,1
miłej gry,0
lol wrong guy got killed,0
arty kill enemy arties please,0
noob artys,1
AND BITYCH,1
SU was there,0
T44 COULD Y,0
aaa okej,0
"all good, both teams?",0
sorry bug,0
let me get top gun,0
last seen,0
hori is out there,0
gg ligero,0
... OI,0
-____-,0
3 shells,0
how about watching the minimap 260,0
frags conq,0
can I kill aty for mission pls,0
dont cap kill all,0
wt vare u doing u noobs,1
no cliocker say its me the bad gamer,1
repair track?,0
fucvk all retards,1
gold only,0
why do you attack?,0
ты мне минуснул снаряд,0
my heart is still pumping like crazy xD,0
